id;nombre;categoria;subcategoria;municipio;latitud;longitud;calle;numero;piso;oficina;departamento;entre_calle_1;entre_calle_2;codigo_postal;otra_info_dire;referente_1;mail_referente_1;tel_referente_1;referente_2;mail_referente_2;tel_referente_2;referente_3;mail_referente_3;tel_referente_3;referente_4;mail_referente_4;tel_referente_4;referente_5;mail_referente_5;tel_referente_5;tipo_contacto_1;contacto_1;tipo_contacto_2;contacto_2;tipo_contacto_3;contacto_3;telefono_1;telefono_2;telefono_3;telefono_4;telefono_5;telefono_6;telefono_7;telefono_8;telefono_9;telefono_10;telefono_11;horario_lunes;horario_martes;horario_miercoles;horario_jueves;horario_viernes;horario_sabado;horario_domingo;guardia
984;Unidad Funcional de Defensa Civil N° 7;Justicia;Unidades de la Defensa;La Plata;-3.492.107.817;-5.795.744.024;Calle 14;869;;;;Calle 49;Calle 50;;;;;;;;;;;;;;;;;;;;;;;;(221) 4230308;;;;;;;;;;;;;;;;;;
985;Unidad Funcional de Defensa Civil N° 9;Justicia;Unidades de la Defensa;La Plata;-349.190.596;-5.795.803.972;Calle 13;;-1;;;Calle 47;Calle 48;;;;;;;;;;;;;;;;;;;;;;;;(221) 4104400 int.: 2033;;;;;;;;;;;;;;;;;;
986;Unidad Sanitaria Sagrado Corazón de Jesús Máximo Paz;Salud;Atención Primaria - CAPS;Cañuelas;-3.493.823.702;-5.861.121.301;Perú;;;;;Benavídez;;1812;;;;;;;;;;;;;;;;;;;;;;;(2274) 451252;;;;;;;;;;;;;;;;;;
987;Ayudantía Fiscal;Justicia;Unidades Fiscales;Chivilcoy;-349.119.187;-5.999.966.352;Mitre;1105;;;;;;;;Bárbara  Lenaroz (Fiscal);;;;;;;;;;;;;;;;;;;;;(2346) 436087;(2346) 420938;;;;;;;;;;07.30-13.30;07.30-13.30;07.30-13.30;07.30-13.30;07.30-13.30;;;
988;Hospital Zonal Especializado Dr. Noel Sbarra;Salud;Hospitales;La Plata;-3.492.754.707;-5.793.495.178;Calle 8;1689;;;;;;;;;;;;;;;;;;;;;;;Mail;secdir@sbarra.ms.gba.gov.ar;;;;;(221) 4573447;(221) 4573497;(221) 4573543;(221) 4575628;(221) 4575573;;;;;;;;;;;;;;
989;Unidad Funcional de Defensa Civil N° 11;Justicia;Unidades de la Defensa;La Plata;-349.190.596;-5.795.803.972;Calle 13;;0;;;Calle 47;Calle 48;;;;;;;;;;;;;;;;;;;;;;;;(221) 4104400 int.: 2225;(221) 4102622;;;;;;;;;;;;;;;;;
990;Unidad Funcional de Instrucción N° 14;Justicia;Unidades Fiscales;La Plata;-349.189.876;-5.794.638.272;Calle 8;;;;;Calle 56;Calle 57;;;Marina  Ruffino;;;;;;;;;;;;;;;;;;;;;(221) 4121260;;;;;;;;;;;;;;;;;;
991;Unidad Sanitaria Santa Rosa;Salud;Atención Primaria - CAPS;Cañuelas;-3.495.654.783;-5.872.881.797;San Martín;63;;;;;;1814;;;;;;;;;;;;;;;;;;;;;;;(2226) 497952;;;;;;;;;;;;;;;;;;
992;Hospital Interzonal Especial de Agudos Superiora Sor María Ludovica;Salud;Hospitales;La Plata;-349.316.088;-5.794.326.127;Calle 14;1631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4535901;(221) 4535902;(221) 4535903;(221) 4535904;(221) 4535905;;;;;;;;;;;;;;
993;Unidad Sanitaria de O'Brien;Salud;Atención Primaria - CAPS;Bragado;-3.490.574.797;-6.076.391.186;25 de Mayo;;;;;Maipú;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 498009;;;;;;;;;;;;;;;;;;
994;Asesoría de Incapaces N° 1;Justicia;Asesorías;La Plata;-349.190.596;-5.795.803.972;Calle 13;;;;;Calle 47;Calle 48;;;Ida  Scherman (Asesora);;;;;;;;;;;;;;;;;;;;;(221) 4271739;;;;;;;;;;;;;;;;;;
995;Unidad Sanitaria Uribelarrea;Salud;Atención Primaria - CAPS;Cañuelas;-3.512.279.615;-5.889.114.907;Rosembuch;1815;;;;Doctor Masciotra ;;;;;;;;;;;;;;;;;;;;;;;;;(2226) 493075;;;;;;;;;;;;;;;;;;
996;Defensoría General;Justicia;Unidades de la Defensa;La Plata;-349.189.876;-5.794.638.272;Calle 8;;;;;Calle 56;Calle 57;;;Omar  Ozafrain (Defensor);;;;;;;;;;;;;;;;;;;;;(221) 4121248;;;;;;;;;;;;;;;;;;
997;Unidad Sanitaria de Olascoaga;Salud;Atención Primaria - CAPS;Bragado;-3.523.636.415;-6.061.181.561;Ignacio Echechiquia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 420002;;;;;;;;;;;;;;;;;;
998;Sala de Primeros Auxilios 25 de Mayo;Salud;Primeros Auxilios;Bragado;-3.512.486.488;-6.047.180.118;Lemos;;;;;Remedios de Escalada;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 426977;;;;;;;;;;;;;;;;;;
999;Sala de Primeros Auxilios Fátima;Salud;Primeros Auxilios;Bragado;-3.511.218.157;-6.049.433.505;Chacabuco;385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 431019;;;;;;;;;;;;;;;;;;
1000;Sala de Primeros Auxilios El Bajo;Salud;Primeros Auxilios;Bragado;-3.511.099.411;-6.048.133.381;Rauch;1699;;;;Jujuy;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 431019;;;;;;;;;;;;;;;;;;
1001;Sala de Primeros Auxilios Entre Ríos Norte;Salud;Primeros Auxilios;Bragado;-3.512.751.023;-6.047.886.414;Junín;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 425048;;;;;;;;;;;;;;;;;;
1002;Sala de Primeros Auxilios La Curva;Salud;Primeros Auxilios;Bragado;-351.279.188;-604.846.947;Santa María;;;;;Ameghino;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 431010;;;;;;;;;;;;;;;;;;
1003;Sala de Primeros Auxilios Santa Marta;Salud;Primeros Auxilios;Bragado;-3.511.855.616;-6.046.972.331;12 de Octubre;;;;;Viamonte;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 431020;;;;;;;;;;;;;;;;;;
1004;Unidad Sanitaria Comodoro Py;Salud;Atención Primaria - CAPS;Bragado;-3.532.127.412;-6.052.095.641;J.Salavarrieta;;;;;Hermanos Niel;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 495013;;;;;;;;;;;;;;;;;;
1005;Unidad Sanitaria de Irala;Salud;Atención Primaria - CAPS;Bragado;-3.477.000.185;-6.069.034.552;San Martín;;;;;Mendoza;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 493010;;;;;;;;;;;;;;;;;;
1006;Sala de Primaros Auxilios Las Violetas;Salud;Primeros Auxilios;Bragado;-3.512.680.718;-6.045.881.863;Rivadavia;;;;;Las Rosas;;6640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1007;Unidad Sanitaria de Máximo Fernández;Salud;Atención Primaria - CAPS;Bragado;-3.505.735.006;-6.070.780.237;;;;;;;;6640;Zona Rural ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1008;Unidad Sanitaria Salado Sur;Salud;Atención Primaria - CAPS;Alberti;-3.506.757.619;-6.040.350.013;Avenida Quintana;;;;;12 de Octubre;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 493100;;;;;;;;;;;;;;;;;;
1009;Unidad Sanitaria de Warnes;Salud;Atención Primaria - CAPS;Bragado;-3.491.138.763;-6.053.835.059;Entre Ríos;;;;;R. Fescina;;6646;;;;;;;;;;;;;;;;;;;;;;;(2342) 492031;;;;;;;;;;;;;;;;;;
1011;Asesoría de Incapaces N° 3;Justicia;Asesorías;La Plata;-349.190.596;-5.795.803.972;Calle 13;;;;;Calle 47;Calle 48;;;Adriana  Montoto (Asesora);;;;;;;;;;;;;;;;;;;;;(221) 4230697;;;;;;;;;;;;;;;;;;
1015;Juzgado de Paz;Justicia;Juzgados;Chascomús;-355.733.633;-5.801.959.332;Bolívar ;475;;;;;;;;Juliana  Hernandez;;;;;;;;;;;;;;;;;;;;;(2241) 423392;;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
1016;Ayudantía Fiscal;Justicia;Unidades Fiscales;Chascomús;-355.733.633;-5.801.959.332;Bolivar ;;;;;Dorrego;Orzali;;;Antonio Felix  Quintin (Juez);;;;;;;;;;;;;;;;;;;;;(2241) 423392;;;;;;;;;;;07:30-15:30;07:30-15:30;07:30-15:30;07:30-15:30;07:30-15:30;;;
1017;Departamento Judicial;Justicia;Departamentos Judiciales;Dolores;-363.167.132;-5.767.746.622;Belgrano ;141;;;;;;;Edificio Central;;;;;;;;;;;;;;;;;;;;;;(2245) 441593;(2245) 441594;(2245) 441596;(2245) 441597;(2245) 441598;;;;;;;;;;;;;;
1018;Centro de Asistencia a la Víctima;Justicia;Centros de Asistencia a la Víctima;Dolores;-363.181.635;-5.767.751.672;Márquez ;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 447155;;;;;;;;;;;;;;;;;;
1019;Unidad Funcional de Instrucción N° 2;Justicia;Unidades Fiscales;Dolores;-363.177.872;-5.767.760.972;Márquez ;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 447680;(2245) 447640;;;;;;;;;;;;;;;;;
1020;Fiscalía General;Justicia;Unidades Fiscales;Dolores;-363.167.132;-5.767.746.622;Belgrano ;141;0;;;;;;;Felipe  Defelitto (Fiscal de Cámaras );;;;;;;;;;;;;;;;;;;;;(2245) 446035 int.: 201;(2245) 447675 int.: 201;(2245) 442266 int.: 201;;;;;;;;;;;;;;;;
1022;Tribunales de Menores;Justicia;Tribunales;Dolores;-363.182.353;-5.767.653.732;Sarmiento ;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 443082;;;;;;;;;;;;;;;;;;
1025;Servicio Local de Niñez;Niñez y Adolescencia;Oficinas Gubernamentales;Ezeiza;-348.535.454;-585.428.988;Zapala;480;2;;;;;;;Laura  Arnal;;;;;;;;;;;;;;;;;;;;;(11) 42324141;;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
1026;Centro Integral de Género de Policía de Seguridad Aeroportuaria;Seguridad;Oficinas Gubernamentales;Ezeiza;-3.478.846.466;-5.852.229.299;José Hernandez;17;;1209;;;;;;Hernán  Legnani;;;;;;;;;;;;;;;;;;;;;(11) 51930289;;;;;;;;;;;08:00-19:00;08:00-19:00;08:00-19:00;08:00-19:00;08:00-19:00;;;
1027;Hospital Zonal Especializado Reencuentro;Salud;Hospitales;La Plata;-3.492.373.235;-5.793.641.913;Calle 64;591;;;;Calle 6;Calle 7;1900;;;;;;;;;;;;;;;;;Mail;reencuentro@ms.gba.gov.ar;;;;;(221) 4535901;(221) 4535902;(221) 4535903;(221) 4535904;(221) 4535905;;;;;;;;;;;;;;
1028;Hospital Zenón Videla Dorna;Salud;Hospitales;Monte;-3.543.999;-58.807.028;Videla Dorna ;851;;;;;;7220;;;;;;;;;;;;;;;;;;;;;;;(2271) 443100;(2271) 443101;;;;;;;;;;;;;;;;;
1029;Hospital Zonal General de Agudos Dra. Cecilia Grierson de Guernica;Salud;Hospitales;Presidente Perón;-3.492.044.651;-5.838.984.396;Alberdi;38;;;;Luis Testa ;;1862;;;;;;;;;;;;;;;;;Mail;hospitalmgdalena@hotmail.com;;;;;(2224) 475291;(2224) 475408;(2224) 475413;(2224) 475415;(2224) 475416;;;;;;;;;;;;;;
1030;Hospital Subzonal Santa María Magdalena;Salud;Hospitales;Magdalena;-350.768.216;-575.077.302;Las Heras ;385;;;;;;1913;;;;;;;;;;;;;;;;;;;;;;;(2221) 453313;(2221) 453443;;;;;;;;;;;;;;;;;
1031;Unidad Sanitaria Dr. Francisco Lopez Arbuco;Salud;Atención Primaria - CAPS;Magdalena;-3.502.445.666;-5.753.137.011;Miguel Apecechea ;;;;;Terrarosa ;Ferrara;1913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1032;Unidad Sanitaria Dr. René Favaloro;Salud;Atención Primaria - CAPS;Magdalena;-3.508.012.562;-577.477.458;25 de Mayo ;;;;;San Martin;General Paz;1911;;;;;;;;;;;;;;;;;;;;;;;(2221) 4911107;;;;;;;;;;;;;;;;;;
1033;Centro de Salud Empalme Magdalena;Salud;Centros de Salud;Magdalena;-3.506.914.754;-5.753.239.129;Calle 7;;;;;Ruta Nacional 11 ;;1913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1034;Unidad Sanitaria Paraje el Pino;Salud;Atención Primaria - CAPS;Magdalena;-3.499.512.011;-5.770.141.063;Ruta Nacional 11;;;;;Ruta 54 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1036;Unidad Sanitaria Dr. José Domingo Irigoyen;Salud;Atención Primaria - CAPS;Magdalena;-3.527.005.353;-5.757.411.261;;;;;;;;;Planta Urbana de Vieytes S/N 1915 ;;;;;;;;;;;;;;;;;;;;;;(2221) 499751;;;;;;;;;;;;;;;;;;
1038;Centro de Salud Zeballos II;Salud;Centros de Salud;Florencio Varela;-3.480.812.245;-5.824.937.609;Sucre;863;;;;Boedo;;;;Verónica  Moyano (Referente);;;;;;;;;;;;;;;;;;;;;(11) 42750772;;;;;;;;;;;;;;;;;;
1039;Centro de Salud el Parque Dr. A. Oñativia;Salud;Centros de Salud;Florencio Varela;-348.639.091;-5.818.657.446;Calle 21;;;;;Calle 5;Calle 6;;;Betiana  Eguilior;;;;;;;;;;;;;;;;;;;;;(2229) 493584;;;;;;;;;;;;;;;;;;
1040;Centro de Salud Ing. Allan;Salud;Centros de Salud;Florencio Varela;-3.486.883.301;-5.819.900.215;Calle 1134;;;;;Calle 1145;Calle 1147;;;Viviana  Atencio;;;;;;;;;;;;;;;;;;;;;(2229) 493400;;;;;;;;;;;;;;;;;;
1041;Centro de Salud La Sirena;Salud;Centros de Salud;Florencio Varela;-347.829.202;-5.829.273.394;Guido Spano;1017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42373417;;;;;;;;;;;;;;;;;;
1042;Centro de Salud Malvinas;Salud;Centros de Salud;Florencio Varela;-3.480.772.539;-5.832.618.153;Quebracho;2350;;;;Cardenal;Zorzal;;;;;;;;;;;;;;;;;;;;;;;;(11) 42682052;;;;;;;;;;;;;;;;;;
1043;Centro de Salud Los Tronquitos;Salud;Centros de Salud;Florencio Varela;-3.494.660.527;-5.826.625.611;Calle 1519;;;;;;;;Manzana 21 y Lote 16;Mabel  Hidalgo;;;;;;;;;;;;;;;;;;;;;(2225) 498495;;;;;;;;;;;;;;;;;;
1044;Centro de Salud Padre Mujica;Salud;Centros de Salud;Florencio Varela;-3.480.876.921;-583.133.635;El Boyero;533;;;;Los Olivos;El Algarrobo;;;;;;;;;;;;;;;;;;;;;;;;(11) 42682197;;;;;;;;;;;;;;;;;;
1045;Centro de Salud Martín Fierro;Salud;Centros de Salud;Florencio Varela;-3.477.903.699;-582.743.446;Campichuelo;445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42371425;;;;;;;;;;;;;;;;;;
1046;Centro de Salud San Eduardo;Salud;Centros de Salud;Florencio Varela;-3.478.380.255;-5.828.186.582;Rodríguez Peña ;845;;;;;;;;Viviana  Verón;;;;;;;;;;;;;;;;;;;;;(11) 42551045;;;;;;;;;;;;;;;;;;
1047;Centro de Salud San Francisco;Salud;Centros de Salud;Florencio Varela;-3.486.802.357;-5.827.298.441;Calle 1336 ;;;;;Calle 1319;Calle 1321;;;;;;;;;;;;;;;;;;;;;;;;(11) 42743782;;;;;;;;;;;;;;;;;;
1048;Centro de Salud San Jorge;Salud;Centros de Salud;Florencio Varela;-3.481.491.952;-5.829.207.019;Calle 503;3805;;;;Calle 554;Calle 507;;;;;;;;;;;;;;;;;;;;;;;;(11) 42553717;;;;;;;;;;;;;;;;;;
1049;Centro Integrador Comunitario Pte. Avellaneda;Desarrollo y Acción Social;Centro Integrador Comunitario;Florencio Varela;-34.816.402;-58.208.886;Alvar Nuñez;;;;;Primero De Mayo;;;;Juan Carlos  Soldavini;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1050;Centro de Salud Santo Tomás;Salud;Centros de Salud;Florencio Varela;-3.479.743.608;-5.824.484;Remedios de Escalada;;;;;Caseros;;;;Gladys  Díaz;;;;;;;;;;;;;;;;;;;;;(11) 43510581;;;;;;;;;;;;;;;;;;
1051;Centro de Salud Sarmiento;Salud;Centros de Salud;Florencio Varela;-348.525.204;-5.827.215.693;Calle 1339;;;;;Calle 1306;Calle 1308;;;;;;;;;;;;;;;;;;;;;;;;(11) 42742096;;;;;;;;;;;;;;;;;;
1052;Centro de Salud Villa Angélica;Salud;Centros de Salud;Florencio Varela;-3.479.710.296;-5.826.133.918;Tapalqué;1263;;;;Bolivar;Gorriti;;;Marta Beatriz  Mazzei;;;;;;;;;;;;;;;;;;;;;(11) 42370240;;;;;;;;;;;;;;;;;;
1053;Centro de Salud Villa Argentina;Salud;Centros de Salud;Florencio Varela;-3.481.263.182;-582.981.851;Calle 511;;;;;Calle 544;Calle 546;;;Rocío  Alvarez;;;;;;;;;;;;;;;;;;;;;(11) 42373416;;;;;;;;;;;;;;;;;;
1054;Centro Integrador Comunitario Villa Argentina;Desarrollo y Acción Social;Centro Integrador Comunitario;Florencio Varela;-34.808.461;-58.306.695;Calle 523;;;;;Las Lengas;;;;Karina  Mac Loghlin;;;;;;;;;;;;;;;;;;;;;(11) 43557640;;;;;;;;;;;;;;;;;;
1055;Centro de Salud Villa Aurora;Salud;Centros de Salud;Florencio Varela;-3.477.994.961;-5.828.686.736;Victorino de la Plaza;;;;;Guido Spano;;;;Gustavo  Saldivio;;;;;;;;;;;;;;;;;;;;;(11) 42373472;;;;;;;;;;;;;;;;;;
1056;Centro de Salud Villa Mónica Dr. Amador Roselli;Salud;Centros de Salud;Florencio Varela;-348.351.065;-5.826.963.657;Hortensia;;;;;Ontiveros;;;;Edgardo Gustavo  Medina;;;;;;;;;;;;;;;;;;;;;(11) 42741017;;;;;;;;;;;;;;;;;;
1057;Hospital Municipal San Vicente de Paul;Salud;Hospitales;Chascomús;-3.557.686.853;-580.082.041;Presidente Raul Alfonsin;;;;;Hipólito Irigoyen;;;;Miguel  Sena;;;;;;;;;;;;;;;;;;;;;(2241) 431339;(2241) 431093;;;;;;;;;;08:00-13:00;08:00-13:00;08:00-13:00;08:00-13:00;08:00-13:00;;;
1058;Hospital Municipal Dr. Francisco Quijano;Salud;Hospitales;Lezama;-3.587.712.252;-5.789.438.955;Ruta 57 ;7116;;;;;;;;Miguel  Vera (Director);;;Adriana  Mauri (Directora);;;;;;;;;;;;Mail;hospitalquijano@yahoo.com.ar;;;;;(2242) 432149;(2242) 432819;;;;;;;;;;08:00-13:00;08:00-13:00;08:00-13:00;08:00-13:00;08:00-13:00;;;
1059;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Chascomús;-35.580.777;-58.011.198;Colón ;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2241) 423236;;;;;;;;;;;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;;;
1060;Unidad Sanitaria Roque Carranza;Salud;Atención Primaria - CAPS;Chascomús;-3.556.572.902;-5.801.907.349;Juarez ;;;;;26 de Julio ;Barrio Correa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1061;Centro Periférico de Atención Primaria;Salud;Atención Primaria - CAPS;Chascomús;-3.556.113.681;-5.801.363.312;Tucumán;;;;;Julián Quintana;Casalins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1062;Unidad Sanitaria Gallo Blanco (Baldomero Fernandez Moreno);Salud;Atención Primaria - CAPS;Chascomús;-355.763.618;-5.798.668.814;Estados Unidos;;;;;Miramar;Las Flores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1063;Unidad Sanitaria Barrio el Porteño;Salud;Atención Primaria - CAPS;Chascomús;-3.556.665.185;-5.798.489.839;Lucio Victorio Mansilla;;;;;Calle 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1064;Unidad Sanitaria Barrio Iporá;Salud;Atención Primaria - CAPS;Chascomús;-3.556.739.477;-579.918;Reconquista ;;;;;México;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1065;Sala Municipal de Atención Primaria;Salud;Atención Primaria - CAPS;Lezama;-3.587.344.492;-5.789.091.181;Rivadavia ;;;;;Pellegrini ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1066;Hogar de Ancianos Elena Helbert de Estefanell;Otros servicios;Tercera Edad;Chascomús;-355.548.347;-580.155.896;Los Cedros ;124;;;;Acceso Norte ;;;;;;;;;;;;;;;;;;;Mail;hogar_deancianos@yahoo.com.ar;;;;;(2241) 430958;;;;;;;;;;;;;;;;;;
1067;Hospital Zonal General de Agudos Dr. Mario Víctor Larrain;Salud;Hospitales;Berisso;-348.667.573;-578.894.836;Londres ;4453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4611101;(11) 4645164;;;;;;;;;;;;;;;;;
1068;Hospital Subzonal Especializado Dardo Rocha;Salud;Hospitales;Cañuelas;-3.512.573.355;-5.889.218.388;Nuestra Señora de la Merced ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2226) 493037;;;;;;;;;;;;;;;;;;
1069;Subsecretaría de Inclusión e Integración Social;Desarrollo y Acción Social;Oficinas Gubernamentales;General San Martín;-3.457.749;-58.537.151;Calle 52;3747;3;;;;;;;Marcela  Ferri;;;;;;;;;;;;;;;Mail;inclusioneintegracionsocialmsm@gmail.com;;;;;(11) 48300822;;;;;;;;;;;;;;;;;;
1070;Secretaría de Desarrollo Social;Desarrollo y Acción Social;Oficinas Gubernamentales;General San Martín;-3.457.749;-58.537.151;Calle 52;3747;1;;;;;;;Oscar  Monteguia;;;;;;;;;;;;;;;;;;;;;(11) 48300532;(11) 48300532;;;;;;;;;;;;;;;;;
1071;Centro Integrador Comunitario;Desarrollo y Acción Social;Centro Integrador Comunitario;General San Martín;-3.454.890.428;-585.253.785;Avenida de los Constituyentes;3146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 45894802;;;;;;;;;;;08:30-14:00;08:30-14:00;08:30-14:00;08:30-14:00;08:30-14:00;;;
1072;Centro de Acceso a la Justicia;Justicia;Centros de Acceso a la Justicia;General San Martín;-3.454.954.586;-5.852.509.955;Avenida de los Constituyentes;3100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 41500085;8002223425;;;;;;;;;;10:00-16:00;10:00-16:00;10:00-16:00;10:00-16:00;10:00-16:00;;;
1073;Oficina de Prevención de Violencia Intrafamiliar y de Género (Oprevig);Atención en Violencia;Organizaciones Sociales;Carmen de Areco;-34.375.081;-59.823.614;Larrea;;;;;Dámaso Romero;;;;Estefania  Juri (Coordinadora);Estefania_juri@hotmail.com;2325513440;;;;;;;;;;;;;;;;;;;(2273) 442688;(2273) 406049;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
1076;Servicio de Protección del Niño/a;Niñez y Adolescencia;Oficinas Gubernamentales;Carmen de Areco;-34.375.081;-59.823.614;Damaso Romero;;;;;Larrea;;;;;;;;;;;;;;;;;;;;;;;;;(2273) 442688;(2273) 406063;(2273) 406074;;;;;;;;;;;;;;;;
1079;Servicio Zonal de Niñez;Niñez y Adolescencia;Oficinas Gubernamentales;Junín;-345.887.063;-60.952.527;Liliedal ;146;;;;Liliedal;Juan Bautista Alberdi ;;;Eva  Dracz;;;Juan Carlos  Troiano;;;;;;;;;;;;Mail;szjunin@mds.gba.gov.ar;Mail;serviciozonaljunin@hotmail.com;;;(2362) 441249;(2362) 410017;;;;;;;;;;;;;;;;;
1080;Comisaría/Oficina de violencia;Seguridad;Comisarías;Leandro N. Alem;-34.500.028;-615.399.549;Leandro Nicéforo Alem ;273;;;;;;;;  Rios (Jefa);;;;;;;;;;;;;;;;;;;;;(2354) 420011;(2354) 420442;;;;;;;;;;09:00-19:00;09:00-19:00;09:00-19:00;09:00-19:00;09:00-19:00;09:00-19:00;09:00-19:00;
1081;Comisaría de la Mujer;Seguridad;Comisarías de la Mujer;Carmen de Areco;-343.761.298;-598.240.716;Saavedra;727;;;;;;;;Matilde  Martínez (Principal);;2273406070;;;;;;;;;;;;;;;;;;;(2273) 443312;(2273) 442896;;;;;;;;;;;;;;;;;24 horas
1082;Colegio Profesional de Abogados/as;Otros servicios;Abogados/as;Junín;-345.947.047;-609.454.567;Bartolomé Mitre ;83;;;;;;;;;;;;;;;;;;;;;;;Mail;cadjj@speedy.com.ar;Web;www.cadjj.org.ar;;;(2362) 424010;(2362) 432726;;;;;;;;;;;;;;;;;
1083;Colegio Profesional de Psicólogos/as;Otros servicios;Psicólogos/as;Junín;-345.852.975;-609.398.955;25 de Mayo;444;;;;;;;;;;;;;;;;;;;;;;;Mail;colegiodepsicologosd3@infovia.com.ar;;;;;(2362) 442382;;;;;;;;;;;;;;;;;;
1084;Acción Social;Desarrollo y Acción Social;Oficinas Gubernamentales;Patagones;-408.019.984;-629.823.889;Bynon;228;;;;;;;;María Ángeles  Fernández (Directora);bordarominap@hotmail.com;;;;;;;;;;;;;;Mail;desarrollolocalpatagones@yahoo.com.ar;Mail;asdireccioj@gmail.com;;;(2920) 462082;(2920) 464691;;;;;;;;;;07:00-13:00;07:00-13:00;07:00-13:00;07:00-13:00;07:00-13:00;;;
1085;Colegio Profesional de Trabajadores/as Sociales;Otros servicios;Trabajadores/as Sociales;Junín;-345.910.595;-609.502.404;Lavalle;192;;;;;;;;;;;;;;;;;;;;;;;Mail;castsjunin@acerca.com.ar;;;;;(236) 4632918;;;;;;;;;;;;;;;;;;
1087;Juzgado de Paz;Justicia;Juzgados;Leandro N. Alem;-34.497.696;-61.544.401;Maipú;798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2354) 420110;;;;;;;;;;;;;;;;;;
1088;Departamento Judicial;Justicia;Departamentos Judiciales;Junín;-345.941.007;-6.094.582.442;Mayor Lopez;2;;;;Bartolomr Mitre;Mayor López;;;;;;;;;;;;;;;;;;;;;;;;(2362) 435969 int.: 975;(2362) 444300;;;;;;;;;;;;;;;;;
1089;Juzgado de Paz;Justicia;Juzgados;Carmen de Areco;-343.765.015;-598.231.803;Moreno;515;;;;;;;;;;;;;;;;;;;;;;;Mail;;Web;www.scba.gov.ar;;;(2273) 442666;;;;;;;;;;;;;;;;;;
1092;Juzgado de Familia N° 1;Justicia;Juzgados;Junín;-345.911.018;-609.448.058;General Paz ;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(236) 4444107;;;;;;;;;;;;;;;;;;
1093;Ayudantía Fiscal;Justicia;Unidades Fiscales;Leandro N. Alem;-34.499.214;-61.546.011;Pueyrredón;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2354) 420004;;;;;;;;;;;;;;;;;;
1094;Comisaría de la Mujer;Seguridad;Comisarías de la Mujer;Lincoln;-348.709.824;-615.225.922;Saavedra;864;;;;;;;;Miguel  Reina (Subcomisario);;;;;;;;;;;;;;;;;;;;;(2355) 423404;;;;;;;;;;;;;;;;;;24 horas
1096;Hospital Nuestra Señora del Carmen;Salud;Hospitales;Carmen de Areco;-3.438.863.687;-5.982.408.691;Carlos M. Espil;409;;;;;;6725;;Carlos  Victory;;2214190452;;;;;;;;;;;;;;;;;;;(2273) 442155;;;;;;;;;;;;;;;;;;
